FAMILY,genus.species,FLOWER_SPECIES,DATE
Megachilidae,Megachile.perihirta,Symphyotrichum laeve,17-Aug-14
Megachilidae,Coelioxys.porterae,Symphyotrichum laeve,17-Aug-14
Megachilidae,Hoplitis.producta,Symphyotrichum laeve,17-Aug-14
Megachilidae,Heriades.cressoni,Campanula rotundifolia,17-Aug-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,17-Aug-14
Megachilidae,Ashmeadiella.cactorum,Campanula rotundifolia,17-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Apidae,Apis.mellifera,Verbascum thapsus,18-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,18-Aug-14
Apidae,Bombus.flavifrons,Centaurea stoebe,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,17-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,17-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,17-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,17-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,18-Aug-14
Colletidae,Hylaeus.wootoni,Solidago missouriensis,18-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,18-Aug-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,18-Aug-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,18-Aug-14
Apidae,Bombus.cent.flavi,Liatris punctata,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,18-Aug-14
Apidae,Bombus.centralis,Linaria dalmatica,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,18-Aug-14
Apidae,Bombus.fervidus,Liatris punctata,18-Aug-14
Apidae,Anthophora.urbana,Liatris punctata,18-Aug-14
Apidae,Bombus.huntii,Liatris punctata,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,18-Aug-14
Apidae,Bombus.huntii,Liatris punctata,18-Aug-14
Megachilidae,Heriades.cressoni,Chrysothamnus viscidiflorus,18-Aug-14
Megachilidae,Heriades.cressoni,Chrysothamnus viscidiflorus,18-Aug-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,18-Aug-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,18-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,18-Aug-14
Apidae,Bombus.huntii,Liatris punctata,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,18-Aug-14
Megachilidae,Ashmeadiella.cactorum,Heterotheca villosa,18-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.rufocinctus,Cirsium arvense,21-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,21-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,21-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,20-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Colletidae,Colletes.hyalinus.hyalinus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Apis.mellifera,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Megachilidae,Coelioxys.modesta,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.bifarius,Anaphalis margaritacea,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,20-Aug-14
Apidae,Bombus.mixtus,Cirsium arvense,18-Aug-14
Megachilidae,Osmia.juxta,Spiraea betulifolia,18-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,18-Aug-14
Colletidae,Hylaeus.episcopalis,Spiraea betulifolia,18-Aug-14
Apidae,Bombus.griseocollis,Liatris punctata,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.bifarius,Symphyotrichum laeve,25-Aug-14
Apidae,Bombus.fervidus,Liatris punctata,25-Aug-14
Apidae,Bombus.fervidus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Centaurea stoebe,25-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,25-Aug-14
Apidae,Bombus.appositus,Carduus nutans,25-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,25-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.appositus,Liatris punctata,25-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,25-Aug-14
Apidae,Bombus.huntii,Liatris punctata,25-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,25-Aug-14
Apidae,Bombus.bifarius,Symphyotrichum falcatum,25-Aug-14
Halictidae,Agapostemon.virescens,Centaurea stoebe,25-Aug-14
Halictidae,Lasioglossum.aff.caducum,Gutierrezia sarothrae,25-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,25-Aug-14
Halictidae,Lasioglossum.tenax,Centaurea stoebe,25-Aug-14
Megachilidae,Megachile.perihirta,Centaurea stoebe,25-Aug-14
Halictidae,Lasioglossum.sp.F8,Symphyotrichum falcatum,25-Aug-14
Colletidae,Colletes.fulgidus,Centaurea stoebe,25-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,25-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,25-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,25-Aug-14
Megachilidae,Megachile.perihirta,Symphyotrichum ascendens,25-Aug-14
Apidae,Apis.mellifera,Verbascum thapsus,25-Aug-14
Apidae,Apis.mellifera,Verbascum thapsus,25-Aug-14
Apidae,Apis.mellifera,Achillea millefolium,25-Aug-14
Apidae,Bombus.fervidus,Liatris punctata,25-Aug-14
Apidae,Bombus.appositus,Carduus nutans,25-Aug-14
Apidae,Bombus.appositus,Carduus nutans,25-Aug-14
Apidae,Apis.mellifera,Sisymbrium loeselii,25-Aug-14
Apidae,Apis.mellifera,Verbascum thapsus,25-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,25-Aug-14
Halictidae,Lasioglossum.nigroviride,Spiraea betulifolia,27-Aug-14
Megachilidae,Osmia.albolateralis,Trifolium repens,27-Aug-14
Apidae,Bombus.fervidus,Spiraea betulifolia,28-Aug-14
Apidae,Bombus.rufocinctus,Erigeron peregrinus,28-Aug-14
Halictidae,Lasioglossum.marinense,Spiraea betulifolia,28-Aug-14
Halictidae,Halictus.confusus,Anaphalis margaritacea,28-Aug-14
Megachilidae,Ashmeadiella.cactorum,Hieracium scouleri,28-Aug-14
Halictidae,Lasioglossum.tenax,Spiraea betulifolia,28-Aug-14
Halictidae,Lasioglossum.marinense,Spiraea betulifolia,28-Aug-14
Halictidae,Lasioglossum.tenax,Eurybia conspicua,28-Aug-14
Megachilidae,Ashmeadiella.cactorum,Campanula rotundifolia,28-Aug-14
Halictidae,Lasioglossum.sp.F28,Eurybia conspicua,28-Aug-14
Halictidae,Lasioglossum.sp.F3,Eurybia conspicua,28-Aug-14
Megachilidae,Hoplitis.fulgida.fulgida,Chamerion angustifolium,28-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,28-Aug-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,28-Aug-14
Halictidae,Lasioglossum.nigroviride,Spiraea betulifolia,28-Aug-14
Halictidae,Lasioglossum.egregium,Anaphalis margaritacea,28-Aug-14
Halictidae,Lasioglossum.marinense,Solidago canadensis,28-Aug-14
Halictidae,Lasioglossum.marinense,Anaphalis margaritacea,28-Aug-14
Halictidae,Lasioglossum.anhypops,Chamerion angustifolium,28-Aug-14
